billno,chamber,member,vote,points,description,good or bad bill?,Y or N,cmte vote,slug,cmte name,vote URL,main URL
HB7057,House,Metz,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Moraitis,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,NuÇñez,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Oliva,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Raschein,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Richardson,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Rodrigues,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Sprowls,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Stafford,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Stark,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Trujillo,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47411&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Abruzzo,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Albritton,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Caldwell,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Drake,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Henry,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Jacobs,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Latvala,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,McClain,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Newton,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,NuÇñez,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Olszewski,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Raschein,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Rommel,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Santiago,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Smith,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Stone,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Sullivan,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,"Watson, B.",Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,"Watson, C.",Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Willhite,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62785&SessionId=86
HB7057,House,Williamson,Committee Yes,3,Budget Transparency,good,Y,cmte vote,HB7057HGO,Government Accountability Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47765&IsPCB=0&BillId=62785&SessionId=86,
HB7103,House,Ahern,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Albritton,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Berman,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Bileca,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Boyd,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Brodeur,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Cummings,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,"Diaz, M.",Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,DuBose,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Eagle,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Edwards,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Hager,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Ingoglia,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Ingram,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Jacobs,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Jones,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,McGhee,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Metz,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Moraitis,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,NuÇñez,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Oliva,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Raschein,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Richardson,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Rodrigues,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Sprowls,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Stafford,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Stark,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
HB7103,House,Trujillo,Committee Yes,-3,Exemp/School Marshals,bad,Y,cmte vote,HB7103HAP,Appropriations Committee,http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=47911&IsPCB=1&BillId=62864&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=62864&SessionId=86
SB750,Senate,Galvano,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,SB750SGO,Governmental Oversight and Accountability Committee,http://www.flsenate.gov/media/videoplayer?EventID=2443575804_2018011067,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60458&SessionId=86
SB750,Senate,Stargel,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,SB750SGO,Governmental Oversight and Accountability Committee,http://www.flsenate.gov/media/videoplayer?EventID=2443575804_2018011067,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60458&SessionId=86
SB750,Senate,Stewart,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,SB750SGO,Governmental Oversight and Accountability Committee,http://www.flsenate.gov/media/videoplayer?EventID=2443575804_2018011067,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60458&SessionId=86
SB750,Senate,Mayfield,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,SB750SGO,Governmental Oversight and Accountability Committee,http://www.flsenate.gov/media/videoplayer?EventID=2443575804_2018011067,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60458&SessionId=86
SB750,Senate,Baxley,Committee Yes,3,Public Records - Prohibition on Dec Actions,good,Y,cmte vote,SB750SGO,Governmental Oversight and Accountability Committee,http://www.flsenate.gov/media/videoplayer?EventID=2443575804_2018011067,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60458&SessionId=86
SB750,Senate,Rouson,Committee No,-3,Public Records - Prohibition on Dec Actions,good,N,cmte vote,SB750SGO,Governmental Oversight and Accountability Committee,http://www.flsenate.gov/media/videoplayer?EventID=2443575804_2018011067,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60458&SessionId=86
HB439,House,Burgess,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,Davis,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,Drake,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,Edwards-Walpole,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,Henry,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,Ingoglia,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,McClure,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,Pigman,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,Rommel,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,Stone,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,Sullivan,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,Williamson,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
HB439,House,Yarborough,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,HB439HOV,"Oversight, Transparency & Administration Subcommittee",http://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=45511&IsPCB=0&BillId=60280&SessionId=86,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60280&SessionId=86
SB560,Senate,Bradley,Committee No,3,Exemp/Litigation Meetings - Imminent Litigation,bad,N,cmte vote,SB560SJU,Judiciary,http://www.flsenate.gov/media/videoplayer?EventID=2443575804_2017111097&Redirect=true,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60186&SessionId=86
SB560,Senate,Benacquisto,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,SB560SJU,Judiciary,http://www.flsenate.gov/media/videoplayer?EventID=2443575804_2017111097&Redirect=true,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60186&SessionId=86
SB560,Senate,Bracy,Committee Yes,-3,Exemp/Litigation Meetings - Imminent Litigation,bad,Y,cmte vote,SB560SJU,Judiciary,http://www.flsenate.gov/media/videoplayer?EventID=2443575804_2017111097&Redirect=true,http://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=60186&SessionId=86
